Order ID,OrderDate,Customer Name Index,Channel,Currency Code,Code,Region ID,Product ID,Quantity,Unit Price, Unit Cost
13373,17-07-2019,106,Industries,Euro,INX005RT,20,20,8,3128.9,1439.294
13374,17-07-2019,77,Industries,Euro,INX005RT,38,20,5,1098.8,769.16
13375,17-07-2019,113,Industries,Euro,INX005RT,28,2,8,3845.8,2269.022
13376,17-07-2019,152,Industries,Euro,INX005RT,39,6,6,891.1,570.304
13377,17-07-2019,118,Industries,Euro,INX005RT,62,26,7,2391.9,1698.249
13378,17-07-2019,56,Industries,Euro,INX005RT,40,25,12,1762.1,1497.785
13379,17-07-2019,36,Import,Euro,INX005RT,58,15,11,2559.4,1970.738
13380,17-07-2019,166,Import,Euro,INX005RT,60,5,7,3886,1748.7
13381,17-07-2019,88,Industries,Euro,NVG256YT,12,4,12,6452.1,4580.991
13382,17-07-2019,102,Import,Euro,ZAQ890,31,16,8,1695.1,830.599
13383,18-07-2019,39,Import,Euro,INX005RT,51,17,12,1192.6,703.634
13384,18-07-2019,11,Export,Euro,INX005RT,65,1,12,221.1,172.458
13385,18-07-2019,37,Import,Euro,INX005RT,61,30,8,1118.9,839.175
13386,18-07-2019,113,Industries,Euro,INX005RT,38,13,9,3819,2405.97
13387,18-07-2019,145,Industries,Euro,INX005RT,50,6,9,6411.9,2821.236
13388,18-07-2019,122,Import,Euro,INX005RT,29,16,7,1125.6,697.872
13389,18-07-2019,159,Industries,Euro,INX005RT,42,2,8,3825.7,3137.074
13390,18-07-2019,146,Import,Euro,INX005RT,36,16,10,2539.3,1879.082
13391,18-07-2019,168,Industries,Euro,INX005RT,49,1,11,2566.1,1539.66
13392,19-07-2019,138,Import,Euro,INX005RT,7,20,9,1112.2,734.052
13393,19-07-2019,61,Industries,Euro,INX005RT,2,1,12,1011.7,536.201
13394,19-07-2019,3,Import,Euro,INX005RT,23,17,5,1273,509.2
13395,19-07-2019,84,Export,Euro,INX005RT,41,4,9,1085.4,434.16
13396,19-07-2019,158,Industries,Euro,INX005RT,56,14,8,1051.9,862.558
13397,19-07-2019,6,Import,Euro,INX005RT,60,15,8,690.1,524.476
13398,19-07-2019,131,Export,Euro,INX005RT,40,26,10,221.1,112.761
13399,19-07-2019,63,Industries,Euro,INX005RT,22,5,8,3953,1818.38
13400,19-07-2019,48,Import,Euro,INX005RT,27,28,12,2552.7,1072.134
13401,19-07-2019,138,Export,Euro,INX005RT,23,2,9,261.3,182.91
13402,19-07-2019,128,Import,Euro,INX005RT,13,16,10,2244.5,920.245
13403,19-07-2019,62,Industries,Euro,INX005RT,8,30,5,1025.1,584.307
13404,19-07-2019,140,Import,Euro,INX005RT,43,30,12,2479,1041.18
13405,19-07-2019,99,Export,Euro,INX005RT,4,26,10,3825.7,1759.822
13406,19-07-2019,112,Industries,Euro,ZAQ890,2,26,7,1735.3,1180.004
13407,19-07-2019,158,Industries,Euro,ZAQ890,1,20,11,3604.6,2198.806
13408,19-07-2019,122,Import,Euro,AXT87U,1,14,10,1889.4,1549.308
13409,19-07-2019,162,Industries,Euro,AXT87U,2,26,9,5936.2,3561.72
13410,19-07-2019,24,Industries,Euro,INX005RT,11,7,6,3946.3,2525.632
13411,20-07-2019,153,Import,Euro,INX005RT,43,5,6,1273,814.72
13412,20-07-2019,57,Industries,Euro,INX005RT,14,2,6,2659.9,2154.519
13413,20-07-2019,3,Industries,Euro,INX005RT,30,18,8,1112.2,722.93
13414,20-07-2019,173,Import,Euro,INX005RT,10,24,7,1005,653.25
13415,20-07-2019,112,Industries,Euro,INX005RT,14,2,10,3256.2,2637.522
13416,20-07-2019,58,Industries,Euro,INX005RT,12,18,8,1038.5,508.865
13417,20-07-2019,162,Industries,Euro,INX005RT,53,14,11,6405.2,2882.34
13418,20-07-2019,50,Industries,Euro,INX005RT,38,18,9,3986.5,3308.795
13419,20-07-2019,105,Import,Euro,INX005RT,52,26,8,3356.7,1879.752
13420,20-07-2019,136,Industries,Euro,INX005RT,19,26,12,2653.2,1936.836
13421,20-07-2019,68,Export,Euro,INX005RT,19,1,6,1788.9,1216.452
13422,20-07-2019,99,Export,Euro,INX005RT,58,28,7,696.8,383.24
13423,20-07-2019,24,Industries,Euro,INX005RT,52,21,11,167.5,118.925
13424,20-07-2019,93,Industries,Euro,INX005RT,53,26,12,3832.4,1647.932
13425,20-07-2019,128,Industries,Euro,INX005RT,31,8,8,1929.6,1080.576
13426,20-07-2019,40,Industries,Euro,INX005RT,32,26,5,5212.6,3283.938
13427,20-07-2019,20,Industries,Euro,INX005RT,53,14,6,2633.1,1079.571
13428,20-07-2019,59,Export,Euro,INX005RT,36,28,5,683.4,328.032
13429,21-07-2019,166,Industries,Euro,INX005RT,9,19,10,2278,1093.44
13430,21-07-2019,22,Import,Euro,INX005RT,5,17,11,1018.4,600.856
13431,21-07-2019,159,Industries,Euro,INX005RT,36,6,8,2365.1,1773.825
13432,21-07-2019,160,Industries,Euro,INX005RT,60,1,12,2566.1,1693.626
13433,21-07-2019,162,Industries,Euro,INX005RT,29,11,7,2432.1,1021.482
13434,21-07-2019,51,Industries,Euro,INX005RT,15,1,8,6525.8,3197.642
13435,21-07-2019,85,Import,Euro,INX005RT,12,3,9,1822.4,911.2
13436,21-07-2019,117,Industries,Euro,INX005RT,1,14,10,3041.8,2038.006
13437,21-07-2019,124,Industries,Euro,INX005RT,21,15,6,1728.6,1452.024
13438,21-07-2019,2,Import,Euro,INX005RT,11,15,7,2680,1125.6
13439,21-07-2019,60,Industries,Euro,INX005RT,52,2,5,5889.3,4888.119
13440,21-07-2019,133,Industries,Euro,INX005RT,12,1,9,971.5,680.05
13441,21-07-2019,116,Import,Euro,NVG256YT,10,26,5,1755.4,754.822
13442,21-07-2019,173,Industries,Euro,ZAQ890,60,14,8,3155.7,1388.508
13443,22-07-2019,68,Export,Euro,INX005RT,8,10,10,2606.3,1668.032
13444,22-07-2019,115,Industries,Euro,INX005RT,43,26,6,5835.7,4726.917
13445,22-07-2019,169,Industries,Euro,INX005RT,37,13,9,3852.5,2581.175
13446,22-07-2019,164,Import,Euro,INX005RT,38,29,5,5514.1,4025.293
13447,22-07-2019,143,Industries,Euro,INX005RT,47,26,6,3886,1981.86
13448,22-07-2019,71,Industries,Euro,INX005RT,30,4,11,3899.4,3314.49
13449,22-07-2019,59,Import,Euro,INX005RT,43,1,11,2257.9,1241.845
13450,22-07-2019,131,Industries,Euro,INX005RT,61,26,7,3959.7,2573.805
13451,22-07-2019,111,Industries,Euro,INX005RT,1,25,12,1165.8,722.796
13452,22-07-2019,142,Industries,Euro,INX005RT,50,17,11,1078.7,560.924
13453,22-07-2019,29,Industries,Euro,INX005RT,24,7,7,2405.3,1154.544
13454,22-07-2019,147,Import,Euro,INX005RT,15,3,9,3504.1,1997.337
13455,22-07-2019,53,Export,Euro,INX005RT,1,15,10,1768.8,955.152
13456,22-07-2019,81,Export,Euro,INX005RT,12,27,12,261.3,162.006
13457,22-07-2019,149,Industries,Euro,INX005RT,6,1,10,247.9,205.757
13458,22-07-2019,54,Industries,Euro,ZAQ890,25,16,9,2432.1,1240.371
13459,22-07-2019,127,Industries,Euro,ZAQ890,63,26,7,3879.3,2754.303
13460,22-07-2019,144,Industries,Euro,INX005RT,38,15,12,1038.5,519.25
13461,22-07-2019,7,Industries,Euro,INX005RT,38,14,9,2505.8,1303.016
13462,22-07-2019,124,Industries,Euro,INX005RT,7,16,9,1340,978.2
13463,23-07-2019,107,Import,Euro,INX005RT,22,18,6,2298.1,1401.841
13464,23-07-2019,108,Industries,Euro,INX005RT,63,7,8,2854.2,1427.1
13465,23-07-2019,79,Industries,Euro,INX005RT,8,1,9,1051.9,662.697
13466,23-07-2019,39,Industries,Euro,INX005RT,45,1,6,261.3,177.684
13467,23-07-2019,135,Import,Euro,INX005RT,15,25,6,2244.5,1077.36
13468,23-07-2019,98,Industries,Euro,NVG256YT,46,2,7,201,118.59
13469,23-07-2019,77,Industries,Euro,INX005RT,59,8,12,6023.3,3132.116
13470,24-07-2019,47,Export,Euro,INX005RT,43,3,7,1018.4,835.088
13471,24-07-2019,59,Import,Euro,INX005RT,49,14,9,1118.9,716.096
13472,24-07-2019,120,Export,Euro,INX005RT,1,4,12,2284.7,1804.913
13473,24-07-2019,156,Import,Euro,INX005RT,37,12,6,3966.4,3331.776
13474,24-07-2019,156,Import,Euro,INX005RT,66,3,7,3865.9,1778.314
13475,24-07-2019,50,Industries,Euro,INX005RT,55,28,12,3879.3,1551.72
13476,24-07-2019,140,Import,Euro,INX005RT,41,5,8,5875.9,4289.407
13477,24-07-2019,106,Industries,Euro,INX005RT,19,5,10,1051.9,641.659
13478,24-07-2019,159,Import,Euro,INX005RT,25,24,9,2345,1735.3
13479,24-07-2019,78,Export,Euro,INX005RT,19,26,5,1132.3,532.181
13480,24-07-2019,80,Export,Euro,INX005RT,49,6,10,6304.7,3026.256
13481,24-07-2019,91,Export,Euro,INX005RT,50,4,9,4013.3,2809.31
13482,24-07-2019,67,Export,Euro,INX005RT,51,27,8,6545.9,3469.327
13483,24-07-2019,65,Industries,Euro,ZAQ890,66,18,12,2331.6,1445.592
13484,24-07-2019,135,Industries,Euro,ZAQ890,16,3,10,221.1,90.651
13485,24-07-2019,122,Import,Euro,INX005RT,41,3,9,790.6,347.864
13486,24-07-2019,136,Import,Euro,ZAQ890,18,25,12,2479,1512.19
13487,24-07-2019,32,Industries,Euro,NVG256YT,31,26,8,1011.7,758.775
13488,25-07-2019,114,Export,Euro,INX005RT,11,1,10,1031.8,453.992
13489,25-07-2019,150,Industries,Euro,INX005RT,9,14,12,3819,2520.54
13490,25-07-2019,2,Import,Euro,INX005RT,12,14,11,998.3,788.657
13491,25-07-2019,3,Export,Euro,INX005RT,40,12,11,2626.4,2153.648
13492,25-07-2019,1,Export,Euro,INX005RT,23,15,9,810.7,486.42
13493,25-07-2019,135,Industries,Euro,INX005RT,3,13,8,2525.9,1161.914
13494,25-07-2019,165,Import,Euro,INX005RT,23,19,9,1179.2,601.392
13495,25-07-2019,42,Industries,Euro,INX005RT,47,16,12,5326.5,2503.455
13496,25-07-2019,103,Export,Euro,INX005RT,30,27,8,5293,2487.71
13497,25-07-2019,49,Import,Euro,INX005RT,47,3,5,1031.8,588.126
13498,25-07-2019,155,Import,Euro,INX005RT,47,5,7,3986.5,2989.875
13499,25-07-2019,105,Industries,Euro,INX005RT,51,26,6,931.3,447.024
13500,25-07-2019,122,Import,Euro,INX005RT,6,3,9,790.6,347.864
13501,25-07-2019,3,Import,Euro,INX005RT,35,3,9,3959.7,1623.477
13502,25-07-2019,158,Import,Euro,INX005RT,10,13,12,1098.8,648.292
13503,25-07-2019,27,Import,Euro,INX005RT,62,14,10,2264.6,1471.99
13504,25-07-2019,5,Industries,Euro,AXT87U,26,17,7,2398.6,1439.16
13505,25-07-2019,49,Industries,Euro,INX005RT,38,1,11,3872.6,1665.218
13506,25-07-2019,28,Import,Euro,AXT87U,38,25,10,1132.3,826.579
13507,25-07-2019,139,Export,Euro,AXT87U,21,26,8,971.5,757.77
13508,25-07-2019,73,Industries,Euro,AXT87U,36,13,5,5996.5,4557.34
13509,25-07-2019,41,Import,Euro,ZAQ890,28,17,12,3859.2,2585.664
13510,26-07-2019,9,Industries,Euro,INX005RT,15,1,12,2639.8,2111.84
13511,26-07-2019,86,Export,Euro,INX005RT,65,26,5,938,534.66
13512,26-07-2019,154,Export,Euro,INX005RT,61,6,5,3443.8,2307.346
13513,26-07-2019,130,Import,Euro,INX005RT,26,25,6,2010,964.8
13514,26-07-2019,153,Industries,Euro,INX005RT,18,2,12,1742,975.52
13515,26-07-2019,121,Industries,Euro,INX005RT,16,17,6,1105.5,519.585
13516,26-07-2019,23,Import,Euro,NVG256YT,11,26,9,6103.7,3051.85
13517,26-07-2019,146,Industries,Euro,INX005RT,56,26,6,5460.5,2839.46
13518,26-07-2019,34,Industries,Euro,NVG256YT,42,19,5,3517.5,2778.825
13519,27-07-2019,55,Industries,Euro,INX005RT,11,20,9,2257.9,1603.109
13520,27-07-2019,139,Industries,Euro,INX005RT,44,3,10,1132.3,962.455
13521,27-07-2019,24,Import,Euro,INX005RT,60,30,11,6204.2,4280.898
13522,27-07-2019,72,Import,Euro,INX005RT,5,2,12,978.2,616.266
13523,27-07-2019,58,Export,Euro,INX005RT,19,26,12,6177.4,3891.762
13524,27-07-2019,149,Industries,Euro,INX005RT,18,25,6,1072,621.76
13525,27-07-2019,160,Export,Euro,INX005RT,19,12,11,2606.3,1277.087
13526,27-07-2019,139,Industries,Euro,INX005RT,31,7,8,2385.2,1025.636
13527,27-07-2019,9,Import,Euro,INX005RT,48,28,5,3926.2,3140.96
13528,27-07-2019,45,Industries,Euro,INX005RT,20,25,10,1045.2,679.38
13529,27-07-2019,149,Import,Euro,INX005RT,31,19,7,234.5,93.8
13530,27-07-2019,74,Industries,Euro,INX005RT,32,5,7,2371.8,1541.67
13531,27-07-2019,85,Industries,Euro,INX005RT,24,13,11,227.8,150.348
13532,27-07-2019,100,Export,Euro,AXT87U,41,4,8,1842.5,921.25
13533,27-07-2019,79,Import,Euro,INX005RT,3,13,11,1078.7,787.451
13534,27-07-2019,36,Industries,Euro,INX005RT,21,6,6,1139,865.64
13535,27-07-2019,4,Industries,Euro,INX005RT,26,15,9,3805.6,1598.352
13536,28-07-2019,108,Import,Euro,INX005RT,15,8,9,1909.5,1088.415
13537,28-07-2019,134,Industries,Euro,INX005RT,29,1,6,857.6,497.408
13538,28-07-2019,96,Import,Euro,INX005RT,53,5,5,1159.1,776.597
13539,28-07-2019,98,Industries,Euro,INX005RT,6,13,5,1132.3,871.871
13540,28-07-2019,12,Import,Euro,INX005RT,55,25,12,944.7,500.691
13541,28-07-2019,160,Industries,Euro,INX005RT,49,2,9,3845.8,2845.892
13542,28-07-2019,100,Industries,Euro,INX005RT,51,6,8,1098.8,472.484
13543,28-07-2019,140,Industries,Euro,INX005RT,54,26,9,1701.8,935.99
13544,28-07-2019,49,Import,Euro,INX005RT,61,14,10,3819,2482.35
13545,28-07-2019,18,Industries,Euro,INX005RT,55,3,9,1005,743.7
13546,28-07-2019,139,Industries,Euro,INX005RT,39,28,12,730.3,481.998
13547,28-07-2019,77,Industries,Euro,INX005RT,20,13,11,3906.1,3203.002
13548,28-07-2019,165,Import,Euro,INX005RT,60,1,7,1105.5,906.51
13549,28-07-2019,81,Industries,Euro,ZAQ890,55,18,11,2626.4,2048.592
13550,29-07-2019,119,Export,Euro,INX005RT,66,13,12,3061.9,2051.473
13551,29-07-2019,21,Import,Euro,INX005RT,9,28,12,844.2,337.68
13552,29-07-2019,162,Industries,Euro,INX005RT,37,26,12,2780.5,1390.25
13553,29-07-2019,85,Industries,Euro,INX005RT,46,13,5,3852.5,2966.425
13554,29-07-2019,95,Industries,Euro,INX005RT,12,6,11,3772.1,3093.122
13555,29-07-2019,157,Export,Euro,INX005RT,35,13,8,234.5,194.635
13556,29-07-2019,173,Export,Euro,INX005RT,51,2,12,214.4,165.088
13557,29-07-2019,42,Import,Euro,INX005RT,8,29,5,3932.9,2674.372
13558,29-07-2019,38,Industries,Euro,INX005RT,8,17,9,1011.7,414.797
13559,29-07-2019,138,Import,Euro,INX005RT,26,1,8,2331.6,1865.28
13560,29-07-2019,79,Industries,Euro,INX005RT,28,26,6,1721.9,947.045
13561,29-07-2019,13,Industries,Euro,INX005RT,44,18,5,1118.9,794.419
13562,29-07-2019,35,Industries,Euro,AXT87U,10,11,8,1768.8,760.584
13563,29-07-2019,107,Industries,Euro,AXT87U,34,22,11,1058.6,561.058
13564,29-07-2019,31,Import,Euro,AXT87U,46,18,8,2291.4,1718.55
13565,29-07-2019,144,Export,Euro,ZAQ890,13,9,6,180.9,106.731
13566,29-07-2019,150,Industries,Euro,INX005RT,52,6,5,3658.2,2487.576
13567,29-07-2019,86,Industries,Euro,AXT87U,9,10,10,1139,911.2
13568,30-07-2019,117,Export,Euro,INX005RT,28,6,9,3731.9,2276.459
13569,30-07-2019,95,Industries,Euro,INX005RT,31,30,12,1085.4,477.576
13570,30-07-2019,74,Industries,Euro,INX005RT,56,25,9,978.2,626.048
13571,30-07-2019,130,Industries,Euro,INX005RT,46,16,12,2465.6,1725.92
13572,30-07-2019,165,Export,Euro,INX005RT,58,29,12,194.3,122.409
13573,30-07-2019,91,Import,Euro,INX005RT,2,1,11,6097,4816.63
13574,30-07-2019,135,Industries,Euro,INX005RT,45,15,8,3906.1,3242.063
13575,30-07-2019,2,Export,Euro,INX005RT,55,25,11,1145.7,492.651
13576,30-07-2019,155,Industries,Euro,INX005RT,43,20,9,1092.1,917.364
13577,30-07-2019,100,Export,Euro,INX005RT,25,15,11,5554.3,2777.15
13578,30-07-2019,135,Import,Euro,INX005RT,59,18,9,1876,1575.84
13579,30-07-2019,25,Import,Euro,INX005RT,46,15,5,1092.1,775.391
13580,30-07-2019,135,Import,Euro,INX005RT,59,26,9,1118.9,604.206
13581,30-07-2019,125,Industries,Euro,INX005RT,24,27,8,1098.8,879.04
13582,30-07-2019,106,Industries,Euro,AXT87U,1,9,10,5286.3,2325.972
13583,31-07-2019,154,Industries,Euro,INX005RT,28,25,8,3959.7,2652.999
13584,31-07-2019,97,Export,Euro,INX005RT,53,26,11,5038.4,3023.04
13585,31-07-2019,7,Import,Euro,INX005RT,51,20,10,991.6,743.7
13586,31-07-2019,86,Export,Euro,INX005RT,45,4,9,2539.3,1295.043
13587,31-07-2019,21,Import,Euro,INX005RT,58,30,8,951.4,732.578
13588,31-07-2019,123,Import,Euro,INX005RT,15,26,5,268,163.48
13589,31-07-2019,135,Industries,Euro,INX005RT,20,6,11,884.4,442.2
13590,31-07-2019,5,Industries,Euro,INX005RT,63,22,9,1045.2,606.216
13591,31-07-2019,139,Industries,Euro,INX005RT,51,13,10,1963.1,1217.122
13592,31-07-2019,118,Import,Euro,INX005RT,47,25,8,1815.7,1034.949
13593,31-07-2019,127,Import,Euro,INX005RT,40,22,12,2224.4,1557.08
13594,31-07-2019,60,Industries,Euro,INX005RT,57,2,7,2345,1782.2
13595,31-07-2019,141,Import,Euro,AXT87U,52,13,12,1005,613.05
13596,31-07-2019,173,Export,Euro,INX005RT,46,14,8,5607.9,4374.162
13597,31-07-2019,12,Industries,Euro,NVG256YT,52,30,7,6291.3,3774.78
13598,01-08-2019,104,Industries,Euro,INX005RT,16,29,7,3396.9,2140.047
13599,01-08-2019,75,Industries,Euro,INX005RT,14,19,5,891.1,552.482
13600,01-08-2019,4,Import,Euro,INX005RT,60,26,5,3906.1,1757.745
13601,01-08-2019,67,Import,Euro,INX005RT,60,10,12,3182.5,2004.975
13602,01-08-2019,168,Industries,Euro,INX005RT,55,15,5,1179.2,801.856
13603,01-08-2019,173,Import,Euro,INX005RT,44,2,11,3986.5,2910.145
13604,01-08-2019,31,Industries,Euro,INX005RT,6,18,6,3993.2,3154.628
13605,01-08-2019,161,Industries,Euro,INX005RT,3,13,6,911.2,446.488
13606,01-08-2019,41,Industries,Euro,NVG256YT,40,15,5,2365.1,1702.872
13607,02-08-2019,167,Industries,Euro,INX005RT,4,13,6,1768.8,1043.592
13608,02-08-2019,38,Industries,Euro,INX005RT,66,16,7,3825.7,2180.649
13609,02-08-2019,34,Industries,Euro,INX005RT,19,13,10,891.1,730.702
13610,02-08-2019,106,Industries,Euro,INX005RT,21,13,9,797.3,645.813
13611,02-08-2019,123,Industries,Euro,INX005RT,64,3,8,1239.5,706.515
13612,02-08-2019,9,Industries,Euro,INX005RT,35,27,6,1125.6,596.568
13613,02-08-2019,16,Industries,Euro,INX005RT,13,4,5,2559.4,1484.452
13614,02-08-2019,154,Import,Euro,ZAQ890,21,26,10,1721.9,774.855
13615,03-08-2019,161,Industries,Euro,INX005RT,3,4,11,1145.7,687.42
13616,03-08-2019,20,Import,Euro,INX005RT,17,13,11,2633.1,2080.149
13617,03-08-2019,100,Import,Euro,INX005RT,28,3,9,1092.1,698.944
13618,03-08-2019,31,Industries,Euro,INX005RT,47,29,11,1105.5,442.2
13619,03-08-2019,147,Import,Euro,INX005RT,56,2,7,1125.6,855.456
13620,03-08-2019,35,Industries,Euro,INX005RT,3,15,9,3021.7,1269.114
13621,03-08-2019,122,Import,Euro,INX005RT,41,1,6,1072,707.52
13622,03-08-2019,80,Industries,Euro,INX005RT,41,5,5,5916.1,3253.855
13623,03-08-2019,165,Import,Euro,INX005RT,56,1,7,1105.5,906.51
13624,03-08-2019,128,Industries,Euro,AXT87U,6,26,5,5132.2,2925.354
13625,03-08-2019,18,Industries,Euro,INX005RT,37,19,7,891.1,623.77
13626,03-08-2019,65,Industries,Euro,AXT87U,51,27,12,2606.3,2215.355
13627,03-08-2019,146,Industries,Euro,ZAQ890,45,29,10,174.2,90.584
13628,04-08-2019,79,Import,Euro,INX005RT,4,28,7,991.6,594.96
13629,04-08-2019,53,Industries,Euro,INX005RT,37,9,12,1098.8,769.16
13630,04-08-2019,12,Industries,Euro,INX005RT,21,2,7,1031.8,546.854
13631,04-08-2019,120,Import,Euro,INX005RT,43,15,7,844.2,337.68
13632,04-08-2019,14,Industries,Euro,INX005RT,37,5,11,2291.4,1672.722
13633,04-08-2019,81,Industries,Euro,INX005RT,5,17,6,3912.8,3208.496
13634,04-08-2019,147,Industries,Euro,INX005RT,63,26,10,958.1,469.469
13635,04-08-2019,69,Industries,Euro,INX005RT,34,13,12,1051.9,525.95
13636,04-08-2019,175,Export,Euro,INX005RT,58,18,6,1105.5,840.18
13637,04-08-2019,137,Import,Euro,INX005RT,40,12,8,1132.3,724.672
13638,04-08-2019,77,Industries,Euro,INX005RT,14,1,5,4006.6,2043.366
13639,04-08-2019,151,Export,Euro,INX005RT,35,26,9,5788.8,2431.296
13640,04-08-2019,132,Industries,Euro,ZAQ890,58,16,12,991.6,743.7
13641,04-08-2019,131,Export,Euro,NVG256YT,57,2,7,1246.2,660.486
13642,05-08-2019,39,Industries,Euro,INX005RT,1,27,6,3497.4,1958.544
13643,05-08-2019,13,Export,Euro,INX005RT,42,26,9,3993.2,2835.172
13644,05-08-2019,37,Industries,Euro,INX005RT,14,17,9,1078.7,593.285
13645,05-08-2019,80,Import,Euro,INX005RT,8,5,9,234.5,136.01
13646,05-08-2019,132,Export,Euro,INX005RT,39,23,12,904.5,669.33
13647,05-08-2019,99,Industries,Euro,INX005RT,3,26,7,167.5,122.275
13648,05-08-2019,46,Export,Euro,INX005RT,55,2,5,1058.6,688.09
13649,05-08-2019,130,Export,Euro,ZAQ890,60,18,6,3966.4,2776.48
13650,05-08-2019,25,Industries,Euro,NVG256YT,30,14,5,227.8,186.796
13651,06-08-2019,97,Export,Euro,INX005RT,65,14,11,1125.6,562.8
13652,06-08-2019,165,Industries,Euro,INX005RT,43,18,7,958.1,536.536
13653,06-08-2019,53,Industries,Euro,INX005RT,56,6,5,1681.7,1194.007
13654,06-08-2019,137,Industries,Euro,INX005RT,53,23,12,1969.8,1378.86
13655,06-08-2019,163,Industries,Euro,INX005RT,46,13,8,3899.4,3275.496
13656,06-08-2019,157,Import,Euro,INX005RT,30,5,6,971.5,388.6
13657,06-08-2019,124,Import,Euro,INX005RT,54,18,9,2740.3,1863.404
13658,06-08-2019,90,Industries,Euro,INX005RT,4,4,5,3839.1,1881.159
13659,06-08-2019,99,Import,Euro,INX005RT,49,18,7,6123.8,4041.708
13660,06-08-2019,173,Export,Euro,INX005RT,11,14,8,5607.9,4374.162
13661,06-08-2019,144,Industries,Euro,INX005RT,22,4,10,1092.1,502.366
13662,06-08-2019,2,Industries,Euro,ZAQ890,46,26,5,1085.4,835.758
13663,06-08-2019,111,Import,Euro,AXT87U,31,19,7,1125.6,495.264
13664,07-08-2019,159,Industries,Euro,INX005RT,21,3,6,1005,793.95
13665,07-08-2019,149,Industries,Euro,INX005RT,15,8,12,241.2,185.724
13666,07-08-2019,173,Import,Euro,INX005RT,23,30,6,3082,1541
13667,07-08-2019,129,Export,Euro,INX005RT,53,25,9,1165.8,559.584
13668,07-08-2019,8,Export,Euro,INX005RT,43,2,7,917.9,614.993
13669,07-08-2019,14,Export,Euro,INX005RT,31,23,11,5969.7,2626.668
13670,07-08-2019,87,Import,Euro,INX005RT,8,18,7,3309.8,1886.586
13671,07-08-2019,139,Export,Euro,INX005RT,17,14,10,5058.5,3844.46
13672,07-08-2019,10,Industries,Euro,INX005RT,12,25,8,3470.6,1874.124
13673,07-08-2019,141,Export,Euro,INX005RT,24,27,6,261.3,164.619
13674,07-08-2019,146,Industries,Euro,INX005RT,10,25,9,1762.1,792.945
13675,07-08-2019,157,Export,Euro,INX005RT,15,1,5,3819,2864.25
13676,07-08-2019,126,Import,Euro,INX005RT,23,4,7,978.2,430.408
13677,07-08-2019,89,Import,Euro,INX005RT,62,13,6,194.3,110.751
13678,07-08-2019,18,Industries,Euro,ZAQ890,31,14,5,891.1,623.77
13679,08-08-2019,94,Export,Euro,INX005RT,29,8,11,6197.5,4338.25
13680,08-08-2019,5,Industries,Euro,INX005RT,31,26,10,1293.1,724.136
13681,08-08-2019,86,Industries,Euro,INX005RT,36,3,7,1862.6,1434.202
13682,08-08-2019,161,Import,Euro,INX005RT,3,13,11,194.3,163.212
13683,08-08-2019,114,Export,Euro,INX005RT,53,9,5,201,98.49
13684,08-08-2019,63,Export,Euro,INX005RT,29,16,7,2398.6,1990.838
13685,08-08-2019,4,Industries,Euro,INX005RT,52,5,9,2505.8,1453.364
13686,08-08-2019,5,Industries,Euro,INX005RT,9,14,8,1065.3,681.792
13687,08-08-2019,7,Import,Euro,INX005RT,22,25,7,5373.4,3062.838
13688,08-08-2019,2,Industries,Euro,INX005RT,46,20,5,3832.4,1877.876
13689,08-08-2019,10,Industries,Euro,ZAQ890,43,26,6,1018.4,804.536
13690,08-08-2019,113,Industries,Euro,INX005RT,56,5,8,1038.5,654.255
13691,09-08-2019,35,Import,Euro,INX005RT,33,29,7,1139,649.23
13692,09-08-2019,173,Industries,Euro,INX005RT,29,4,9,2546,1502.14
13693,09-08-2019,130,Industries,Euro,INX005RT,58,4,6,1105.5,906.51
13694,09-08-2019,169,Industries,Euro,INX005RT,1,25,10,1340,844.2
13695,09-08-2019,120,Import,Euro,INX005RT,47,6,11,1829.1,859.677
13696,09-08-2019,88,Import,Euro,INX005RT,3,14,12,2613,1776.84
13697,09-08-2019,38,Industries,Euro,INX005RT,43,15,10,167.5,110.55
13698,09-08-2019,21,Industries,Euro,INX005RT,12,25,7,1005,613.05
13699,09-08-2019,96,Industries,Euro,INX005RT,2,15,11,3879.3,1706.892
13700,09-08-2019,91,Industries,Euro,INX005RT,53,25,7,911.2,646.952
13701,09-08-2019,156,Industries,Euro,INX005RT,27,4,7,2010,1688.4
13702,09-08-2019,50,Import,Euro,NVG256YT,2,4,5,2921.2,2366.172
13703,09-08-2019,86,Industries,Euro,INX005RT,20,17,6,2345,1195.95
13704,10-08-2019,154,Industries,Euro,INX005RT,56,5,8,2445.5,1100.475
13705,10-08-2019,80,Import,Euro,INX005RT,6,13,11,3819,1565.79
13706,10-08-2019,27,Industries,Euro,INX005RT,59,16,12,3879.3,3142.233
13707,10-08-2019,4,Import,Euro,INX005RT,19,18,11,877.7,728.491
13708,10-08-2019,78,Import,Euro,INX005RT,23,25,6,1165.8,617.874
13709,10-08-2019,59,Industries,Euro,INX005RT,27,5,12,6097,3353.35
13710,10-08-2019,163,Industries,Euro,INX005RT,42,3,5,998.3,588.997
13711,10-08-2019,174,Industries,Euro,ZAQ890,18,8,7,1105.5,906.51
13712,10-08-2019,30,Import,Euro,INX005RT,3,6,10,1192.6,954.08
13713,10-08-2019,66,Import,Euro,NVG256YT,38,1,8,1025.1,563.805
13714,11-08-2019,56,Industries,Euro,INX005RT,43,20,8,254.6,165.49
